review_id,star_rating,helpful_votes,total_votes,vine,verified_purchase
R1CZ5QTQEJXSP5,5,1,2,N,Y
R23QUEX8A6ZGT5,5,0,0,N,N
R3213I3ZA429PI,3,0,0,N,Y
R6IT31HAGWQZ3,5,0,0,N,Y
R2EZILJL9928MS,5,1,1,N,Y
R9ILH9G278BBA,5,0,0,N,Y
R2NWG968GWWAGO,5,0,0,N,Y
R1D363FUR3O0ZM,5,0,0,N,Y
RKFF3NYQLEOIM,5,0,0,N,N
R1YJBNX46ARP03,3,0,0,N,Y
R2CC98KDYGNG9U,5,1,1,N,Y
R2WEJPOS3LP04B,5,0,0,N,N
R2ZGZE0PT70UFL,5,1,1,N,Y
RLZNJYA7184MS,1,3,8,N,Y
R1SOF8OHU58N7D,2,4,5,N,N
R23DUG81KEBMAK,5,0,0,N,Y
R2B2ZH1SIPWPPQ,5,0,0,N,Y
RFXOSNFZ12FRN,5,0,0,N,N
RSPMJDSOPUARG,5,0,0,N,N
R38RXFW3KG91NW,3,0,0,N,Y
R1ODHLMMVAEUFO,3,0,0,N,Y
RPQBGNA12BSJA,5,0,0,N,Y
R19KK8AXVZGIWD,5,0,0,N,Y
RQ7ZHL8ZVAWKU,5,0,0,N,N
REXY1B8EKM8VZ,5,0,0,N,N
R30XKXYYR3FLA2,5,0,0,N,Y
R3E6FRNPY0EHMR,4,0,0,N,Y
RGQKE1GMZ7MP2,3,0,0,N,Y
R3QTPVKL2HKQR6,4,1,1,N,Y
R35ILJUC0KWDL2,5,0,0,N,N
R5L2GR7S4MBLU,5,0,0,N,Y
R3636JYBMTJIXP,1,1,2,N,Y
R2D7053VZJFNYW,5,1,1,N,Y
RBFBBKPWS75T8,4,0,0,N,Y
R3DECXN95TR2O6,5,0,0,N,Y
R3HJK3ELN59Y8Q,5,0,0,N,Y
R7I8UYQO06ORW,4,0,0,N,N
R1ZU65PPX5TVK7,5,0,1,N,Y
R3DZDMM0H66EWL,5,0,0,N,N
R3TJSM40O2SJPD,5,0,0,N,Y
RNA4DKDAUU471,5,0,0,N,Y
R10A3K5CBUSZS8,5,0,0,N,Y
R2QCJPWW86NC78,5,0,0,N,Y
R1QGES4BJER7IR,5,0,0,N,Y
RZWURDX9M1KF0,4,0,0,N,Y
RK2QH6JH4J87R,5,0,0,N,N
R1BBF0U2CK5O35,4,0,0,N,N
R3RYS3GYQ1P0U6,5,0,0,N,N
R1IIE6KWF8V7FP,5,0,0,N,N
R2YXTO26N3Y6EC,5,0,0,N,N
RXDOJAN810I06,5,0,0,N,N
R1GL5HM32ZJ6BQ,5,0,0,N,Y
R573SGMNA9RDZ,5,0,1,N,Y
R1I6THXDD2YM9K,5,0,0,N,Y
R1KEX34O3I2B1N,5,0,0,N,N
R1KLPYSJ1JOAEX,4,0,0,N,Y
R2IRS572BIKFHJ,1,0,1,N,Y
R1I7KVXR569N1K,5,0,0,N,Y
R10NV3V9MAQMPL,5,0,0,N,Y
R1AZAV57PSDA5V,5,0,0,N,N
R1F9VEJ90QVJA5,5,5,5,N,N
R680I8E81OZ0H,5,0,0,N,N
RWHA3YMMC67R2,5,0,0,N,Y
R2FO8BVIY9627O,5,0,0,N,Y
R1U4JUBVP7AISW,5,0,0,N,Y
RI9U1844BIA92,5,0,0,N,N
R235D34CW33YEB,5,0,0,N,Y
R25LJPC13PZ5E4,3,1,1,N,Y
RZDMS35WCFUPU,5,0,0,N,N
R5OIW67RLQ3CF,5,0,0,N,N
R2FJBL2FXLT7C4,5,0,0,N,N
R16M0BOIDPC8EX,5,0,0,N,N
R3AMTPTCTTEWQY,5,8,8,N,N
R4JH58WRHDXOU,5,3,5,N,Y
RBAQV69SEIZME,5,0,0,N,Y
R32KQPG0Q9L5WB,4,0,0,N,N
R1Q2VE4VLG5GUQ,4,0,1,N,N
R3UICM5DXYFUKX,5,0,0,N,Y
R3A3E9QU4QD3Z4,4,0,0,N,N
R5ANRG38HPF3I,5,0,0,N,N
R3VS0RZXKBCK6I,4,1,1,N,N
R376I32ONHH19M,5,0,0,N,Y
R2V0N14FNNLCZQ,5,0,0,N,N
R3QF3Y6AJN8326,5,0,0,N,Y
R4BE55RS5NT8H,4,0,0,N,N
ROE9EJ4P2FKWF,5,0,1,N,Y
R1S92D2A9J7W4O,5,1,1,N,Y
R3TUJNA46NOM20,4,0,0,N,Y
R1DXG63II5RMLT,5,0,0,N,N
R2CXYJ75J9VYSW,5,0,0,N,Y
R32CCAJ30UA8LD,5,2,2,N,Y
R13JECAE1NDE34,5,0,0,N,N
RXH61PQYKFDJJ,5,0,0,N,N
RJU9OG5KV1A1A,5,0,1,N,Y
R10O8E9ZFXMJ7M,5,0,0,N,N
R20C8IG98IBO7J,5,0,0,N,Y
R1UTOEA04FME2Y,5,0,0,N,Y
R3NT8JD6A99RI9,5,0,0,N,Y
R2WBQ1IYN4K8DY,5,0,0,N,Y
RRFSJZD5OUFPE,5,0,0,N,Y
RXYIQ0T8QIXLP,3,1,2,N,Y
R3KH0DZ9U5OBIV,1,0,1,N,Y
R3JGHG9D4KHR50,5,0,0,N,N
R3SEJUG8OWDBJC,5,0,0,N,N
R3SENIPKJEGQGY,5,0,0,N,N
R2COS02GWZMSWV,5,0,0,N,Y
R1YIG66YE85JT6,4,1,1,N,Y
R1LBOXUMMTPZ43,5,0,0,N,N
RRO0IEBF0UPSC,5,0,0,N,Y
R1VMYA5ZR6LWQT,5,0,0,N,N
R3EVBJJUWCSUSB,4,0,0,N,Y
R3HNJKPV4XPR6P,3,1,2,N,Y
R2SI9WUZER12WH,4,0,0,N,Y
R12Y9KGLJXQT0M,5,0,0,N,Y
R11XCURS40QLFR,5,0,0,N,N
R1CA0Z9UOB8W75,5,0,0,N,N
R3MCXD0Q328CZG,5,0,0,N,N
R1Q352M2M55CD8,5,0,0,N,N
RW9VM0UDO680I,5,0,0,N,N
R319WBB2QSOQ8U,5,0,0,N,N
R39XUOG801PRXP,5,0,0,N,N
RQS9XT0MN1SNZ,5,0,0,N,Y
RZQ4CH8J58OAZ,3,0,0,N,Y
RA7EB72JVF27V,5,0,0,N,N
R2BMZX03R59HED,5,0,0,N,Y
RELMUB20AGH37,5,0,0,N,N
R3RAHZC5LHL5X,5,0,0,N,N
R2SQWCJHTCEYB2,5,0,0,N,Y
R3TLV7YTZ3FN9C,3,0,0,N,N
R2IVCPOJ9ZUYLR,5,3,3,N,N
RVUABBR4VILRU,5,0,0,N,N
RL6ZIGLF343RZ,4,0,0,N,N
R1KZ66H3GLB8CG,5,0,0,N,N
RCK5FPUTY38F0,5,0,0,N,Y
R10WH176JT0L76,5,0,0,N,Y
R2FK4ZM318TU08,5,0,0,N,Y
RVBB4Q1KHB1AW,5,0,0,N,N
R2DJPVNBDZL9I7,5,0,0,N,N
R304D1J6V95MBY,4,0,0,N,Y
R2KPZVZCN2LH2D,5,0,0,N,Y
R3QA05DBTW9G5L,5,0,0,N,Y
RYD4NCLMYT723,5,0,0,N,N
R1VL1RK4N8SF4M,5,0,0,N,N
R3RWI4BWBXTAAA,5,0,0,N,Y
RCTQRR7THDIVH,5,1,1,N,Y
R116HR19IAE2UA,1,0,0,N,Y
R2LKX62QWIQ4Q1,2,1,1,N,Y
R1KK9FJ5O1OSZ4,5,0,0,N,Y
R1KMIRVP8TBJUG,4,2,2,N,N
R39WY8EFU5STQW,5,0,0,N,Y
RIDM7E4LPHR8D,5,0,0,N,Y
RYBY6RH7CKR4J,3,0,0,N,Y
R2K3AQCDDALT2R,5,0,0,N,Y
R3DLAQDGWGH4FQ,5,0,0,N,Y
R14D9X6KHLX9D0,5,0,0,N,Y
R1Z8UNXVYARZSC,5,1,1,N,Y
R1EXB131WPXJN6,5,0,0,N,Y
R1WHFNBJ7Q0ZNE,5,0,0,N,Y
RYXTV7YBMJLH1,5,0,0,N,Y
R2J8PFU2BPV8IU,4,0,0,N,Y
R11K2A5UPJ5E5C,5,0,0,N,Y
R3S29MR431ZNFX,5,0,0,N,Y
R6OIGXAA8D8R0,5,0,0,N,N
RQR63X9FFQF4S,5,0,0,N,Y
R3HLNOLTNTEGC6,5,0,0,N,Y
R3MJI17PAIKC5P,5,0,1,N,Y
R2EHY9AVYGDG5X,2,0,0,N,Y
RQ1QLV9TXAG56,4,0,0,N,N
R2206FZ9K5MRIB,4,0,0,N,Y
R3B3NNY9836MXW,5,0,0,N,N
RHTL93BGZ6KYY,5,0,1,N,N
R1OEDM45CSMYGN,3,0,0,N,Y
R35B80C4A1VW2S,5,0,0,N,Y
R1I7MWPHT4AAHV,4,0,0,N,Y
R3AJKBGN4Z4HCF,5,0,0,N,N
R24ZGLTN32XLWF,4,0,0,N,Y
R3PYKGDYAGRA3V,2,0,0,N,Y
R2PMFGL6LCDBYB,4,0,0,N,N
R2L4I4M42QN5Q3,5,0,0,N,Y
R8BRMGE2TV7LV,5,0,0,N,Y
R2YGUORMW63H1A,5,0,0,N,Y
R1ZNXR5OH6D4O8,4,0,0,N,Y
R8M35FQOTIAGM,2,1,4,N,N
RDCC0U40PAOQU,5,0,0,N,Y
R1YFRRTD87XABK,5,0,0,N,N
R2VUSRFCZ308CW,5,0,0,N,Y
R292XTKNSQMEVR,5,0,0,N,Y
RJ1V0CO7X8D6W,4,0,0,N,Y
R6SFGU9VIWG4Z,3,0,1,N,Y
RDYREP58BBO1G,5,0,0,N,Y
R30VNOUU5GTXO3,5,0,0,N,Y
R3PPK12VUVCSG1,5,0,0,N,Y
R358OW3FLXYNWC,5,0,0,N,Y
R22SNYY9NECFVM,2,4,6,N,Y
R1FFZYCDRS7KIW,5,0,0,N,Y
RTTIERVLOQJFA,1,0,0,N,Y
R2CSLESULYR7C1,5,1,1,N,N
R1CRW3OB6FQ31X,5,1,2,N,Y
RDA7WVRDCOVDB,5,1,1,N,Y
R340WKOKVBE04Q,5,0,0,N,Y
R12ZQYJXC5UWCR,5,2,2,N,Y
R1I51913HQ1CHW,5,0,0,N,Y
R3SJV5AWKASY9F,5,1,1,N,Y
R24UF017MU7XRG,5,0,0,N,Y
R3H21EZBGYNZOR,5,0,0,N,Y
R35VD7RIUIKSAQ,5,0,0,N,Y
R2HAO1PLUE27DT,5,0,0,N,Y
R1IX6IP03RQCVX,1,0,0,N,Y
R2YHPMHS25RS3R,3,0,1,N,Y
R2Q8XOCWS6SBZX,4,0,0,N,Y
R17SSQ5Z1I4X7H,5,0,0,N,Y
RLCF48NRNC22A,2,0,0,N,Y
RPGMK6LN2K1SK,5,0,0,N,Y
R1U40AZ8ZGQWIQ,3,0,0,N,N
R3PHXK68LJIKNH,5,0,0,N,Y
R3A7NGJXFJ1JWD,5,0,0,N,Y
R2A3X9HLUSO1VI,5,0,0,N,Y
R23XS84IMURSO9,5,0,0,N,Y
R33JTWAX1ANEK6,5,0,0,N,Y
R2N40QKVHHXZW0,2,0,0,N,Y
RHWV7FK5WX0EZ,4,0,0,N,Y
RSFERS7GZ68X3,3,0,0,N,Y
R2V4LM0YDHZS2D,5,0,0,N,Y
R25BSOU57IIWCX,5,0,0,N,Y
RIGMFJMYFVF8W,5,0,0,N,Y
RN2QFAZ29Y9U4,5,0,0,N,Y
R3CPP3EVMZVM0G,2,0,1,N,N
RXXEOS8RNW4MF,5,0,0,N,Y
R10LCKH05E5BH9,4,0,0,N,Y
R28JHAB4CGBG9M,5,0,0,N,Y
RGXO11OW6HAQ0,5,0,0,N,Y
R2VYYK07MVTLNW,4,1,1,N,N
RTOMGKA25W1LW,5,1,1,N,Y
RVZRFAIL90SRH,5,0,0,N,N
R1SQCPGW2TZKU1,5,0,0,N,Y
R29WRQ12WGI2KY,5,0,1,N,Y
RWIT4J8HUYNFK,5,0,1,N,Y
R2FX1W31HBMJKH,5,4,5,N,N
R87XA470B1BVE,5,0,0,N,Y
R1W3ZMPF0UNHLR,5,0,0,N,Y
R1GVDV7FKW31D3,3,0,1,N,Y
R3SQF86GNTWZKX,4,0,0,N,Y
R1I8GQ533S3771,5,0,0,N,Y
R144RGVIYFU98F,5,0,0,N,Y
R31TJJV7KVUYEK,5,0,0,N,Y
R1Y0K33QS7Q3LJ,5,0,0,N,Y
R1PHCHN3G4OMPC,5,0,0,N,Y
R1OINMYNW7GQ4I,3,0,0,N,Y
R1DIR7XVDFH1AJ,5,0,0,N,Y
R26VH1I5MJ1FA3,5,0,0,N,Y
R1K1UHYQUSZ16S,5,0,0,N,Y
RIMZ4IEOOGCU1,5,0,0,N,Y
R1RWCLPHHE69XW,5,0,0,N,Y
RPJGV5A699EU0,5,0,0,N,Y
R26X3IUVUPNS81,4,1,1,N,Y
R1GO0B06A4OS3T,4,1,1,N,Y
R5STNBV3LVN80,2,0,0,N,Y
R3IKHI2XVRNQFV,5,0,0,N,Y
RPCOMQ5UK2A0J,3,0,0,N,Y
R3R47NUXU6FKCO,1,5,6,N,Y
R3IIVOR4Q4V7MD,5,0,0,N,N
R3EDWG963EVO1A,5,0,0,N,N
R27D3LOI2NLA6H,5,1,1,N,Y
ROLO2YP8VCHU2,5,0,0,N,Y
RI22N8M84DW8L,5,1,1,N,Y
R1AOXD0PJJKU88,5,0,0,N,Y
RM1G6DTHM3W6S,5,0,0,N,N
R1TTDVRRITT9YK,5,0,0,N,Y
RVM2NFL4Q5SMS,5,0,0,N,N
RJDI2GTUU14S,5,0,0,N,Y
R3HDVG1TJDGS2F,3,0,0,N,Y
R3O2PV9QV82MOF,5,0,0,N,Y
R1CF4P5QCDVL4V,4,15,19,N,Y
R3EFYQTV0GA9Q8,4,1,1,N,N
R1AQ67N8TLJCDV,2,2,2,N,Y
R3FR0KMEMHX5PF,5,1,1,N,Y
RJ4FHCPULIZ35,4,0,0,N,Y
RQIGXOW66Q4G3,5,0,0,N,Y
R2CDYOA9LT6TIN,5,0,0,N,N
RPVFMEUT7FMAP,1,0,0,N,N
R1C0I1NGAEK7ZC,5,0,0,N,Y
R2RSUH6BG590GK,5,0,0,N,Y
RNXIZYPO33F7J,4,0,0,N,Y
R13SVE68VY3BUD,3,0,0,N,Y
R1ZWUGL23Z5KPC,5,0,0,N,Y
R1P9KS0EPUEHWB,5,0,0,N,Y
RMO7A9PXH2ZBE,5,8,8,N,Y
R30IFR445ERB0K,4,0,0,N,Y
RADCKT25P1D00,5,0,0,N,N
R1WHQFYZWXP2DS,3,5,6,N,N
